AA-A1-A1-02
AA-A1-A1-02
X,Y,COMP,B,F1-1,F1-2,F1-3,F2,F3,IR,F4,IV,W1,W2,C,W
23,0,23000,3,2.2631,3.0242,2.23,2.4223,2.4964,0.0093,2.9177,109.2971,0.2718,0.2441,3,446.7426
24,0,24000,3,2.2661,3.0231,2.2334,2.4206,2.495,0.0378,2.917,108.8335,0.2719,0.2428,3,447.0067
25,0,25000,2,2.27,3.0232,2.236,2.4171,2.4912,0.0021,2.9158,110.6804,0.2752,0.2505,2,447.606
26,0,26000,3,2.2778,3.0249,2.2446,2.4197,2.4939,0.0046,2.9172,108.9158,0.2719,0.2427,3,447.005
27,0,27000,4,2.2741,3.0258,2.2431,2.4205,2.4946,0.0146,2.9186,108.4564,0.2705,0.2409,4,447.2072
28,0,28000,3,2.2688,3.0233,2.2372,2.4164,2.4907,0.0171,2.9154,109.7981,0.2714,0.2451,3,447.8159
29,0,29000,3,2.2692,3.0233,2.2356,2.4168,2.4911,0.0029,2.9163,108.5025,0.2719,0.2424,3,447.7378
30,0,30000,3,2.2621,3.0212,2.2274,2.4169,2.4915,0.0072,2.9141,109.1775,0.2713,0.2431,3,447.5638
31,0,31000,3,2.2768,3.0249,2.244,2.4208,2.495,0.0043,2.9181,109.1167,0.2725,0.2442,3,446.85
32,0,32000,3,2.2693,3.0234,2.236,2.4166,2.4908,0.0031,2.916,109.5012,0.2717,0.2439,3,447.5619
33,0,33000,3,2.2709,3.0246,2.2398,2.4209,2.4953,0.0706,2.9183,108.4231,0.2712,0.2418,3,446.9798
34,0,34000,3,2.2685,3.0233,2.2348,2.4215,2.4957,0.015,2.9166,109.8491,0.2737,0.2458,3,446.8777
35,0,35000,3,2.2701,3.024,2.2387,2.4166,2.4905,0.0291,2.9158,109.5591,0.2715,0.2441,3,447.4329
36,0,36000,3,2.2678,3.0264,2.233,2.4182,2.4924,0.0023,2.918,109.8923,0.2732,0.2463,3,446.833
37,0,37000,82,2.2341,3.0035,2.1974,2.4073,2.4834,0.1153,2.9041,107.6399,0.2719,0.2477,2,448.6151
38,0,38000,3,2.2362,3.0066,2.1986,2.4103,2.4862,0.0188,2.9067,108.0486,0.2723,0.2463,3,448.2138
39,0,39000,2,2.249,3.0369,2.2166,2.4151,2.4897,0.0276,2.9267,110.8753,0.2726,0.2471,2,447.9083
40,0,40000,3,2.2465,3.0373,2.2139,2.4161,2.4908,0.0147,2.9265,110.2846,0.2734,0.2458,3,447.6375
41,0,41000,82,2.2462,3.031,2.2094,2.4145,2.4901,0.0144,2.9236,107.4527,0.2721,0.2443,3,447.0041
42,0,42000,82,2.2606,3.039,2.2253,2.4183,2.493,0.0723,2.9292,107.753,0.2714,0.2417,3,446.7067
43,0,43000,3,2.2544,3.0379,2.2191,2.4164,2.4909,0.0385,2.9282,108.7082,0.272,0.2419,3,447.6817
44,0,44000,3,2.2691,3.0344,2.2353,2.4137,2.488,0.0205,2.9248,109.772,0.2719,0.2451,3,447.9969
45,0,45000,3,2.2556,3.0216,2.2229,2.4179,2.4925,0.0094,2.9149,108.1444,0.2716,0.2434,3,447.4456
0,1,1,3,2.2833,3.0282,2.2511,2.4214,2.4947,0.0164,2.921,108.37,0.2719,0.2438,3,446.6549
1,1,1001,2,2.2594,3.0209,2.2284,2.4167,2.4913,0.1936,2.9146,109.3223,0.2728,0.2471,2,447.7146
2,1,2001,3,2.2693,3.0247,2.2378,2.4189,2.4933,0.118,2.9187,108.3642,0.2729,0.2448,3,447.2727
3,1,3001,3,2.2534,3.0194,2.2218,2.4161,2.491,0.0301,2.9141,108.5138,0.2721,0.2435,3,447.5869
4,1,4001,3,2.2719,3.0223,2.2411,2.4176,2.4921,0.013,2.9163,108.5626,0.2739,0.2461,3,447.5303
5,1,5001,2,2.2519,3.0221,2.2184,2.4183,2.4933,0.1561,2.916,109.3423,0.2739,0.2469,2,447.1132
6,1,6001,2,2.2712,3.0249,2.2396,2.4193,2.4935,0.017,2.9184,109.4005,0.2744,0.2478,2,446.9813
7,1,7001,3,2.2754,3.0221,2.2447,2.4202,2.4943,0.0258,2.9165,108.2509,0.2723,0.2434,3,447.0962
8,1,8001,82,2.2538,3.0206,2.2219,2.4194,2.4943,0.0221,2.915,106.9632,0.2707,0.2408,4,447.0879
9,1,9001,3,2.2675,3.0237,2.2346,2.4168,2.4909,0.0046,2.9171,108.8223,0.2719,0.2439,3,447.2339
10,1,10001,2,2.2652,3.0233,2.2301,2.4171,2.4915,0.0018,2.9168,109.1211,0.2749,0.2477,2,447.0797
11,1,11001,82,2.283,3.0154,2.2538,2.4222,2.4955,0.0213,2.9121,107.0086,0.2719,0.2426,3,446.3587
12,1,12001,82,2.2453,3.0086,2.2081,2.418,2.4949,0.0395,2.9111,106.2426,0.2735,0.2444,3,446.4333
13,1,13001,3,2.2721,3.0222,2.2378,2.4131,2.4869,0.0102,2.9134,109.3027,0.2721,0.2463,3,447.4303
14,1,14001,3,2.2637,3.0375,2.23,2.4173,2.4919,0.0013,2.9283,108.8377,0.2729,0.2442,3,447.2134
15,1,15001,3,2.255,3.0359,2.2208,2.4169,2.4922,0.0613,2.9278,108.3124,0.2731,0.2465,3,446.7685
16,1,16001,2,2.2491,3.0325,2.2118,2.4132,2.4888,0.0141,2.9241,108.9063,0.2731,0.2485,2,447.143
17,1,17001,2,2.2668,3.037,2.2323,2.4172,2.492,0.0093,2.9278,110.6729,0.2746,0.2491,2,447.2543
18,1,18001,2,2.2726,3.034,2.2373,2.4177,2.4928,0.111,2.9256,109.3247,0.2738,0.2464,2,446.9413
19,1,19001,82,2.2555,3.0161,2.2181,2.4193,2.4947,0.0137,2.9163,106.6513,0.2727,0.245,3,446.7338
20,1,20001,3,2.2599,3.0395,2.225,2.4151,2.4906,0.0201,2.9305,108.2519,0.2732,0.2448,3,446.3174
21,1,21001,2,2.2754,3.0231,2.2432,2.4175,2.4913,0.0149,2.9156,109.7419,0.2734,0.2467,2,447.0543
22,1,22001,3,2.2773,3.0244,2.2435,2.4175,2.4914,0.0074,2.9161,108.8816,0.2724,0.2433,3,447.0875
23,1,23001,3,2.2739,3.0205,2.2416,2.4209,2.4953,0.0036,2.9161,108.4925,0.2735,0.2439,3,446.8313
24,1,24001,3,2.266,3.0206,2.234,2.4186,2.4933,0.0243,2.9144,108.0013,0.272,0.242,3,447.1745
25,1,25001,3,2.2729,3.021,2.2403,2.4158,2.4899,0.0031,2.9143,108.7899,0.2726,0.2448,3,447.5735
26,1,26001,3,2.2726,3.0248,2.2395,2.4185,2.4926,0.0064,2.9169,108.2853,0.2708,0.242,3,447.1391
27,1,27001,82,2.2706,3.0189,2.2381,2.4191,2.4938,0.087,2.9139,107.9142,0.2727,0.2428,3,447.0646
28,1,28001,3,2.2672,3.0197,2.2331,2.4163,2.4909,0.0278,2.9131,108.9575,0.2732,0.2454,3,447.5629
29,1,29001,3,2.2527,3.0184,2.2195,2.4159,2.4908,0.006,2.913,108.8779,0.2726,0.2453,3,447.6235
30,1,30001,2,2.2733,3.0202,2.2416,2.419,2.4934,0.0231,2.9142,109.6201,0.2741,0.2469,2,447.1453
31,1,31001,4,2.277,3.0251,2.2433,2.4199,2.4939,0.0014,2.9187,108.0254,0.2703,0.2409,4,446.8998
32,1,32001,3,2.268,3.0221,2.2355,2.415,2.4896,0.0007,2.9141,109.696,0.2727,0.2465,3,447.6772
33,1,33001,2,2.268,3.0204,2.2365,2.4188,2.4934,0.0176,2.9149,108.4553,0.2748,0.246,2,447.1587
34,1,34001,3,2.2767,3.022,2.2455,2.4206,2.4948,0.0175,2.9156,108.9788,0.2727,0.2446,3,446.869
35,1,35001,3,2.2756,3.0224,2.2451,2.4166,2.4905,0.0151,2.9153,108.9614,0.2719,0.2451,3,447.2515
36,1,36001,3,2.2756,3.0264,2.2429,2.4195,2.4932,0.0151,2.9185,108.8524,0.274,0.245,3,446.5989
37,1,37001,82,2.1918,3.0007,2.1568,2.4062,2.483,0.0938,2.9025,107.805,0.2738,0.2494,2,448.4492
38,1,38001,3,2.2722,3.0342,2.2394,2.4166,2.4918,0.0108,2.9242,108.9992,0.273,0.2442,3,446.5104
39,1,39001,3,2.2611,3.033,2.228,2.4124,2.4872,0.0497,2.9238,109.5689,0.272,0.2457,3,448.0302
40,1,40001,3,2.2681,3.0376,2.237,2.4175,2.492,0.1122,2.9281,110.5542,0.2715,0.2451,3,447.3299
41,1,41001,82,2.2577,3.0286,2.2239,2.4141,2.4894,0.024,2.9221,106.8114,0.2715,0.2421,3,447.102
42,1,42001,82,2.2574,3.0381,2.2219,2.4174,2.4926,0.0227,2.9289,107.3659,0.2718,0.2422,3,446.7438
43,1,43001,3,2.2632,3.0355,2.2318,2.4157,2.4903,0.0101,2.9268,109.434,0.2724,0.2447,3,447.7644
44,1,44001,2,2.2732,3.0231,2.241,2.4134,2.4874,0.0201,2.9136,109.7922,0.2728,0.2475,2,447.3111
45,1,45001,3,2.2725,3.0198,2.239,2.4178,2.4922,0.0084,2.9144,108.8559,0.2724,0.2451,3,447.4732
45,2,45002,3,2.2664,3.0213,2.2339,2.4175,2.4922,0.0051,2.9145,108.8615,0.2724,0.2443,3,447.4187
44,2,44002,3,2.2699,3.0217,2.2387,2.416,2.4897,0.0986,2.9139,108.8609,0.2718,0.2433,3,447.2164
43,2,43002,3,2.2606,3.0372,2.2288,2.4175,2.4923,0.0261,2.9278,110.149,0.273,0.2448,3,447.2801
42,2,42002,82,2.239,3.0043,2.2043,2.4094,2.4855,0.1921,2.9044,106.8041,0.2712,0.2429,3,448.0418
41,2,41002,3,2.2478,3.0355,2.212,2.4163,2.4916,0.0263,2.9277,108.4337,0.2718,0.2445,3,446.8284
40,2,40002,3,2.2476,3.038,2.2112,2.4191,2.4944,0.0065,2.9294,109.3862,0.2729,0.242,3,446.9093
39,2,39002,3,2.2702,3.0212,2.2389,2.414,2.4881,0.0112,2.9136,109.4873,0.2723,0.2448,3,447.1343
38,2,38002,3,2.2287,3.0247,2.1923,2.4088,2.4863,0.0466,2.9171,109.0575,0.272,0.2453,3,447.7732
37,2,37002,82,2.229,3.0048,2.1909,2.4055,2.4816,0.0945,2.9046,107.2957,0.2719,0.2467,3,448.8832
36,2,36002,3,2.2763,3.0204,2.2426,2.4159,2.4899,0.0671,2.9138,109.49,0.2705,0.2435,3,447.1157
35,2,35002,3,2.2634,3.024,2.2293,2.4173,2.4921,0.0081,2.9175,109.1313,0.2734,0.2449,3,446.8607
34,2,34002,3,2.2785,3.0202,2.245,2.4202,2.4945,0.0504,2.9149,109.121,0.273,0.2435,3,446.9007
33,2,33002,3,2.269,3.0186,2.236,2.4192,2.4938,0.0194,2.9148,108.2657,0.2718,0.241,3,446.975
32,2,32002,3,2.2652,3.0229,2.2315,2.4168,2.4916,0.0035,2.9156,109.0945,0.2716,0.2429,3,447.1171
31,2,31002,3,2.2629,3.0181,2.2319,2.4138,2.4888,0.0124,2.913,108.789,0.2723,0.2442,3,447.8345
30,2,30002,3,2.2767,3.0259,2.2449,2.4208,2.4951,0.0355,2.9192,110.0985,0.2722,0.2453,3,446.8569
29,2,29002,3,2.2707,3.0221,2.2372,2.4166,2.4912,0.001,2.9159,109.4926,0.2719,0.2447,3,447.4567
28,2,28002,3,2.253,3.0235,2.2173,2.417,2.4921,0.0364,2.9162,109.5489,0.2723,0.2441,3,447.3123
27,2,27002,3,2.2653,3.0247,2.2319,2.4203,2.4948,0.0013,2.9186,109.6384,0.2725,0.2446,3,446.9804
26,2,26002,3,2.2508,3.0181,2.2193,2.4134,2.4886,0.0174,2.9119,109.5968,0.2726,0.2455,3,447.8416
25,2,25002,3,2.2721,3.0229,2.2407,2.4181,2.4928,0.0191,2.9171,108.9663,0.2712,0.2425,3,446.8508
24,2,24002,3,2.2658,3.021,2.2306,2.4182,2.493,0.0035,2.9148,108.2578,0.2712,0.2413,3,447.2808
23,2,23002,3,2.2753,3.0191,2.2417,2.4206,2.4946,0.0037,2.9146,109.1207,0.272,0.2433,3,446.8714
22,2,22002,3,2.1517,3.0239,2.1051,2.4152,2.4902,0.0113,2.9157,109.6366,0.2729,0.2453,3,447.2693
21,2,21002,3,2.2741,3.0254,2.2403,2.4193,2.493,0.0059,2.9186,109.5151,0.2731,0.2448,3,446.6723
20,2,20002,3,2.2825,3.0149,2.2506,2.4216,2.495,0.0061,2.9117,108.5829,0.2734,0.2455,3,446.3687
19,2,19002,82,2.2319,3.0013,2.1942,2.4028,2.4786,0.0475,2.9007,106.8974,0.2715,0.247,3,449.4002
18,2,18002,2,2.2724,3.0232,2.2395,2.4161,2.4902,0.0023,2.9152,110.5367,0.2743,0.248,2,446.7944
17,2,17002,3,2.2653,3.0351,2.2312,2.4197,2.4948,0.0064,2.9263,110.312,0.2731,0.2433,3,446.9778
16,2,16002,82,2.2649,3.0426,2.2293,2.4181,2.4927,0.0223,2.9325,107.9161,0.2711,0.2415,3,446.6958
15,2,15002,82,2.2675,3.0309,2.2328,2.4174,2.4923,0.0132,2.9241,107.6351,0.2724,0.2436,3,446.7451
14,2,14002,3,2.2502,3.0378,2.2174,2.4161,2.4913,0.2176,2.9277,109.7211,0.2734,0.2452,3,447.4446
13,2,13002,3,2.2785,3.0239,2.2451,2.418,2.4918,0.0102,2.9163,109.7425,0.2738,0.2456,3,446.7761
12,2,12002,82,2.2466,3.0054,2.2086,2.412,2.4882,0.0188,2.9063,106.3021,0.2727,0.2456,3,447.8376
11,2,11002,82,2.262,3.0234,2.2275,2.4194,2.4938,0.0242,2.9197,107.2711,0.2727,0.2432,3,447.1315
10,2,10002,3,2.2722,3.0232,2.2393,2.4158,2.4899,0.0011,2.9152,109.1557,0.2724,0.2449,3,447.238
9,2,9002,2,2.2762,3.0247,2.2453,2.4195,2.4938,0.0206,2.9184,109.9111,0.2741,0.2465,2,446.6912
8,2,8002,3,2.2638,3.0207,2.2317,2.421,2.4956,0.0095,2.9157,108.6671,0.2733,0.2454,3,446.8007
7,2,7002,3,2.2558,3.0208,2.2229,2.4179,2.4929,0.0183,2.9141,109.2893,0.2729,0.2457,3,447.3671
6,2,6002,3,2.261,3.0249,2.2253,2.419,2.4931,0.0034,2.9175,108.8983,0.2734,0.2448,3,447.0504
5,2,5002,2,2.2647,3.0227,2.2306,2.4191,2.4938,0.0003,2.9168,110.3289,0.2737,0.2478,2,446.9191
4,2,4002,3,2.2671,3.024,2.2341,2.4186,2.4931,0.0445,2.9175,109.0031,0.2721,0.2444,3,447.2687
3,2,3002,2,2.2666,3.0196,2.2327,2.4168,2.4915,0.0039,2.9131,109.8628,0.2741,0.247,2,447.5034
2,2,2002,3,2.2704,3.0245,2.2386,2.4181,2.4927,0.0121,2.9177,108.2699,0.2721,0.2432,3,447.344
1,2,1002,3,2.2571,3.021,2.2242,2.4162,2.4909,0.0421,2.9142,108.8886,0.2728,0.2446,3,447.6417
0,2,2,3,2.2757,3.0249,2.2447,2.4195,2.4931,0.0224,2.9181,108.0097,0.2726,0.2436,3,446.7348
0,3,3,82,2.2778,3.0247,2.2453,2.4184,2.4923,0.013,2.9168,107.593,0.2716,0.2442,3,446.8885
1,3,1003,3,2.2731,3.0226,2.2405,2.4178,2.4922,0.0147,2.916,108.8663,0.2721,0.2446,3,447.4396
2,3,2003,2,2.2692,3.0201,2.2363,2.4145,2.4893,0.0084,2.9135,108.3615,0.2737,0.2464,2,447.7508
3,3,3003,3,2.2553,3.0248,2.2182,2.4179,2.4927,0.0132,2.917,108.2864,0.2735,0.2432,3,447.296
4,3,4003,3,2.274,3.0195,2.2426,2.4192,2.4937,0.0181,2.9145,108.4507,0.2727,0.2451,3,447.1712
5,3,5003,3,2.2615,3.0204,2.2298,2.4149,2.4898,0.01,2.9138,109.4427,0.2723,0.2462,3,447.7449
6,3,6003,2,2.2598,3.021,2.2276,2.4153,2.4898,0.0371,2.9146,108.6875,0.2734,0.2465,2,447.5105
7,3,7003,2,2.2604,3.0199,2.2285,2.4179,2.4929,0.02,2.9141,108.7537,0.2745,0.2467,2,447.1813
8,3,8003,82,2.2745,3.0202,2.2434,2.4203,2.4946,0.0232,2.9154,107.3702,0.2717,0.2424,3,446.9051
9,3,9003,3,2.2588,3.0225,2.227,2.4157,2.4905,0.0217,2.9161,108.4609,0.2727,0.2441,3,447.2027
10,3,10003,3,2.2708,3.0207,2.2399,2.4149,2.489,0.0258,2.914,108.6469,0.2735,0.2459,3,447.2963
11,3,11003,82,2.2426,3.0134,2.2055,2.41,2.4864,0.0831,2.9122,106.0961,0.2704,0.2427,3,447.9769
12,3,12003,82,2.233,3.0008,2.1981,2.4035,2.4799,0.1934,2.9012,106.5542,0.2724,0.2486,2,449.0319
13,3,13003,3,2.2768,3.0185,2.2442,2.4136,2.4875,0.0073,2.9118,109.0878,0.2726,0.2456,3,447.4525
14,3,14003,3,2.269,3.0338,2.2359,2.4158,2.4903,0.0027,2.9263,109.64,0.2727,0.2454,3,447.5761
15,3,15003,82,2.2217,3.0051,2.1834,2.4024,2.4794,0.0173,2.9039,106.6011,0.2726,0.2474,2,449.0692
16,3,16003,82,2.231,3.0369,2.1933,2.4153,2.4911,0.0025,2.9278,107.4345,0.2725,0.2429,3,446.884
17,3,17003,3,2.2553,3.0337,2.2228,2.4191,2.4942,0.0195,2.9256,110.1801,0.2739,0.246,3,447.011
18,3,18003,2,2.2733,3.0187,2.2411,2.4091,2.483,0.0644,2.9093,109.579,0.2722,0.2472,2,448.0642
19,3,19003,82,2.24,3.0066,2.2025,2.406,2.4822,0.0443,2.906,107.1749,0.2734,0.2485,2,448.6994
20,3,20003,3,2.2804,3.0206,2.2505,2.4218,2.4951,0.0264,2.9153,109.0814,0.2731,0.2459,3,447.0847
21,3,21003,3,2.2683,3.0207,2.2368,2.4153,2.4894,0.0078,2.914,108.1301,0.2721,0.2428,3,447.2284
22,3,22003,3,2.2711,3.0248,2.2385,2.4173,2.4915,0.0043,2.9167,108.9804,0.2722,0.2442,3,447.0584
23,3,23003,2,2.2759,3.0221,2.2433,2.4205,2.4944,0.0182,2.9161,109.2157,0.2749,0.2473,2,446.7899
24,3,24003,3,2.2735,3.0233,2.2414,2.4193,2.4938,0.032,2.9164,108.8585,0.2721,0.2435,3,447.1386
25,3,25003,3,2.268,3.0215,2.2344,2.416,2.4901,0.0008,2.9152,109.0135,0.2721,0.2449,3,447.4565
26,3,26003,2,2.2657,3.0207,2.2323,2.4148,2.4895,0.0833,2.9131,110.0517,0.2735,0.2484,2,447.6966
27,3,27003,2,2.253,3.0214,2.221,2.417,2.4918,0.0187,2.9155,109.7648,0.2732,0.2472,2,447.4297
28,3,28003,3,2.2584,3.0194,2.2242,2.4142,2.489,0.0094,2.9121,108.7343,0.272,0.2434,3,447.9038
29,3,29003,3,2.2618,3.0188,2.2272,2.4142,2.489,0.0091,2.9121,108.8845,0.273,0.246,3,447.8709
30,3,30003,2,2.2454,3.0225,2.2089,2.4162,2.4914,0.0132,2.915,110.7192,0.2739,0.2498,2,447.5214
31,3,31003,3,2.2628,3.0196,2.2287,2.415,2.4895,0.0558,2.9129,108.1894,0.2712,0.2437,3,447.7901
32,3,32003,3,2.2764,3.0244,2.2437,2.4171,2.4911,0.0368,2.9163,108.6309,0.2728,0.2442,3,447.3295
33,3,33003,3,2.2626,3.0207,2.2311,2.4184,2.493,0.0187,2.9152,108.7477,0.2716,0.2432,3,447.3648
34,3,34003,3,2.2812,3.0235,2.2475,2.4214,2.4953,0.0029,2.9173,108.68,0.2726,0.2431,3,446.7449
35,3,35003,3,2.2784,3.0258,2.2455,2.42,2.4938,0.0063,2.9191,108.9259,0.2732,0.2449,3,446.7259
36,3,36003,3,2.2781,3.0269,2.2458,2.419,2.493,0.0766,2.9176,109.4815,0.273,0.2457,3,446.6275
37,3,37003,2,2.2299,3.0047,2.1947,2.4019,2.4786,0.0866,2.9039,108.0752,0.2729,0.2506,2,449.2378
38,3,38003,3,2.2843,3.0158,2.2513,2.4226,2.4958,0.0083,2.9111,108.3887,0.2728,0.2451,3,447.0847
39,3,39003,3,2.2798,3.02,2.2482,2.4159,2.4894,0.0006,2.9133,109.056,0.273,0.2464,3,447.2425
40,3,40003,4,2.2708,3.0359,2.2391,2.42,2.4947,0.023,2.9259,108.4499,0.2716,0.2407,4,446.9561
41,3,41003,82,2.259,3.0374,2.2217,2.4176,2.4927,0.0413,2.9289,106.7529,0.2717,0.2418,3,446.7681
42,3,42003,82,2.2486,3.0112,2.2106,2.4079,2.4836,0.0121,2.9085,107.3185,0.2724,0.2457,3,448.5447
43,3,43003,3,2.2752,3.0385,2.2438,2.4204,2.4947,0.0213,2.9288,109.7205,0.2724,0.2439,3,446.9602
44,3,44003,3,2.2778,3.0258,2.2452,2.4167,2.4905,0.0156,2.9166,108.0181,0.2718,0.2425,3,446.9875
45,3,45003,3,2.2688,3.0214,2.2348,2.4172,2.4921,0.0032,2.9142,108.6225,0.2727,0.2454,3,447.4335
45,4,45004,3,2.2647,3.0219,2.2331,2.4171,2.4918,0.0363,2.9154,109.2366,0.2717,0.2449,3,447.5445
44,4,44004,3,2.2779,3.0232,2.2462,2.4163,2.4901,0.0192,2.9153,109.3469,0.273,0.2443,3,447.1298
43,4,43004,3,2.2717,3.0352,2.2377,2.4193,2.4941,0.0211,2.9265,109.1603,0.2725,0.2422,3,447.1226
42,4,42004,2,2.2149,3.0004,2.1777,2.4018,2.4785,0.1448,2.9004,109.1867,0.2729,0.2516,2,449.3211
41,4,41004,82,2.2358,3.0045,2.2013,2.4042,2.4805,0.1316,2.9031,107.1652,0.2721,0.247,3,448.8094
40,4,40004,3,2.2767,3.0217,2.2443,2.4157,2.4896,0.1023,2.9147,109.9973,0.2729,0.246,3,447.1435
39,4,39004,3,2.2742,3.0264,2.2401,2.4182,2.4923,0.01,2.9186,109.3344,0.2725,0.2439,3,446.5993
38,4,38004,2,2.2833,3.0154,2.2534,2.4226,2.4959,0.0605,2.9123,109.4439,0.2735,0.2473,2,447.0847
37,4,37004,82,2.2153,3.0376,2.1797,2.4169,2.4925,0.0174,2.9295,107.3376,0.2715,0.2417,3,446.7606
36,4,36004,3,2.2804,3.0251,2.249,2.4177,2.4913,0.007,2.9172,109.3225,0.2723,0.2439,3,446.8405
35,4,35004,3,2.2723,3.021,2.2408,2.4157,2.4898,0.0003,2.915,109.3621,0.2715,0.2444,3,447.4991
34,4,34004,3,2.2623,3.0251,2.2296,2.4195,2.4939,0.0196,2.9204,108.5324,0.2718,0.2435,3,447.0841
33,4,33004,4,2.2727,3.0198,2.2391,2.4175,2.492,0.0204,2.9139,108.1724,0.2706,0.2409,4,447.405
32,4,32004,3,2.2701,3.0223,2.2376,2.4152,2.4892,0.0016,2.9145,108.744,0.2709,0.2418,3,447.5429
31,4,31004,3,2.2767,3.0246,2.2456,2.4198,2.4938,0.0202,2.9183,109.1798,0.272,0.2441,3,447.0081
30,4,30004,3,2.2713,3.0201,2.2404,2.4166,2.4911,0.0359,2.914,109.662,0.2713,0.2442,3,447.6117
29,4,29004,3,2.2627,3.0191,2.2315,2.4156,2.4903,0.0401,2.9131,109.6031,0.2713,0.2448,3,447.6266
28,4,28004,3,2.2665,3.02,2.2352,2.4154,2.4899,0.0125,2.9135,109.3905,0.2705,0.2432,3,447.6863
27,4,27004,2,2.2605,3.0197,2.228,2.4161,2.4909,0.0138,2.9138,110.3394,0.2731,0.2481,2,447.5728
26,4,26004,3,2.2754,3.0262,2.2412,2.4199,2.4941,0.0055,2.9191,109.2224,0.2719,0.2428,3,446.9516
25,4,25004,3,2.2586,3.0222,2.2246,2.4151,2.4897,0.049,2.9149,108.741,0.2716,0.2437,3,447.4444
24,4,24004,2,2.2605,3.0201,2.2285,2.4162,2.4911,0.0163,2.9136,109.9272,0.2733,0.2468,2,447.6007
23,4,23004,3,2.2786,3.0225,2.2491,2.421,2.4946,0.0152,2.917,108.8762,0.273,0.2458,3,446.4735
22,4,22004,3,2.2654,3.0238,2.2334,2.4164,2.4909,0.0127,2.9164,109.7966,0.2732,0.2459,3,447.1957
21,4,21004,3,2.2745,3.0197,2.2432,2.4149,2.4886,0.0144,2.913,109.507,0.2722,0.2448,3,447.2792
20,4,20004,82,2.266,3.0247,2.2307,2.4191,2.4934,0.0113,2.9203,107.8837,0.2731,0.2428,3,447.1573
19,4,19004,82,2.2404,3.0077,2.2048,2.4045,2.4809,0.1874,2.906,107.3288,0.2727,0.2472,2,448.837
18,4,18004,3,2.2624,3.0223,2.2299,2.4152,2.4897,0.0205,2.9147,108.7428,0.272,0.2423,3,447.061
17,4,17004,3,2.27,3.0349,2.2368,2.42,2.4948,0.0041,2.9265,110.0527,0.2737,0.2446,3,447.023
