AA-A1-A1-01
AA-A1-A1-01
X,Y,COMP,B,F1-1,F1-2,F1-3,F2,F3,IR,F4,IV,W1,W2,C,W
13,4,13004,3,2.2715,3.021,2.2399,2.4199,2.4946,0.0235,2.9154,108.1435,0.2732,0.2431,3,446.8846
12,4,12004,4,2.2724,3.0236,2.2383,2.417,2.4911,0.0361,2.9162,108.7546,0.2699,0.2415,4,447.3102
11,4,11004,3,2.2567,3.02,2.2238,2.4157,2.4908,0.0008,2.9144,108.1739,0.2722,0.2436,3,447.5892
10,4,10004,3,2.2762,3.0215,2.2438,2.4209,2.4951,0.0001,2.9162,109.1076,0.272,0.2439,3,446.8117
9,4,9004,3,2.2742,3.0217,2.2424,2.4162,2.49,0.0097,2.9147,108.7674,0.2724,0.2452,3,447.5269
8,4,8004,3,2.2753,3.0229,2.245,2.4152,2.4892,0.0188,2.9153,109.099,0.2731,0.2446,3,447.2819
7,4,7004,3,2.2725,3.021,2.2394,2.4209,2.4952,0.0985,2.916,108.2645,0.2712,0.2429,3,446.7502
6,4,6004,2,2.2418,3.0049,2.2034,2.4064,2.4823,0.0444,2.9049,108.2541,0.2732,0.2501,2,448.8399
5,4,5004,3,2.2629,3.0227,2.2302,2.4153,2.4896,0.0041,2.9157,108.2951,0.2719,0.2432,3,447.2903
4,4,4004,3,2.2711,3.0401,2.2381,2.4164,2.4907,0.0001,2.9288,109.9891,0.2721,0.2444,3,447.6188
3,4,3004,3,2.2699,3.0364,2.2402,2.4161,2.4914,0.0201,2.9255,108.6951,0.2723,0.2441,3,446.686
2,4,2004,82,2.26,3.0378,2.2256,2.4157,2.4906,0.1158,2.9293,107.461,0.2719,0.244,3,447.024
1,4,1004,3,2.2488,3.0376,2.2142,2.4158,2.4907,0.1393,2.9277,109.2784,0.2731,0.2457,3,447.5528
1,5,1005,82,2.2629,3.0342,2.2302,2.4142,2.4886,0.045,2.9243,107.9165,0.2732,0.2456,3,447.9204
2,5,2005,82,2.2552,3.0372,2.2173,2.4149,2.49,0.0092,2.9281,107.2809,0.2722,0.245,3,446.9374
3,5,3005,2,2.2446,3.0397,2.2139,2.4024,2.4794,0.003,2.9226,108.3062,0.2727,0.2493,2,448.7512
4,5,4005,2,2.2734,3.0394,2.241,2.4181,2.4927,0.0372,2.9286,109.8544,0.2745,0.2474,2,447.1941
5,5,5005,82,2.2759,3.0227,2.2444,2.4163,2.4901,0.0024,2.9153,106.9315,0.2704,0.2405,4,447.1988
6,5,6005,82,2.2283,2.9991,2.193,2.4031,2.4791,0.0382,2.8984,107.282,0.2723,0.2496,2,449.2915
7,5,7005,3,2.2708,3.02,2.2395,2.4196,2.4941,0.021,2.9151,108.1348,0.2738,0.2456,3,446.9038
8,5,8005,82,2.2747,3.0213,2.2419,2.4148,2.4888,0.0061,2.9138,107.9301,0.2728,0.2425,3,447.3581
9,5,9005,3,2.2723,3.0228,2.2398,2.4175,2.4919,0.005,2.9166,108.172,0.2725,0.2443,3,447.1353
10,5,10005,3,2.2752,3.0187,2.2426,2.4195,2.494,0.0129,2.9143,108.8239,0.2731,0.2452,3,446.78
11,5,11005,82,2.2583,3.0193,2.2242,2.414,2.4893,0.0075,2.9132,107.6541,0.2724,0.2443,3,447.0847
12,5,12005,82,2.2687,3.0221,2.2346,2.417,2.492,0.0094,2.9162,107.7018,0.2719,0.2425,3,446.9508
13,5,13005,3,2.2665,3.0234,2.232,2.418,2.4927,0.0032,2.917,108.225,0.2718,0.2453,3,447.1945
14,5,14005,3,2.2683,3.0181,2.2351,2.4156,2.4905,0.0496,2.9126,108.6431,0.2722,0.2457,3,447.5865
15,5,15005,82,2.2536,3.02,2.2192,2.4145,2.4897,0.0003,2.9141,107.6854,0.2718,0.2441,3,447.6336
16,5,16005,3,2.2657,3.0196,2.2343,2.4174,2.4925,0.0327,2.9163,108.2601,0.2718,0.2431,3,447.0151
17,5,17005,82,2.2674,3.0203,2.2324,2.418,2.493,0.0079,2.9149,107.1115,0.2725,0.2411,3,447.1157
18,5,18005,82,2.2528,3.0185,2.2198,2.4137,2.4887,0.0039,2.912,107.6508,0.2731,0.2439,3,447.7816
19,5,19005,3,2.2641,3.0228,2.2319,2.415,2.4893,0.0239,2.9149,109.1694,0.2716,0.2459,3,447.3877
20,5,20005,82,2.2688,3.0194,2.2376,2.4182,2.4926,0.0259,2.9136,107.7841,0.2709,0.2415,3,447.1952
21,5,21005,2,2.2669,3.0385,2.2353,2.4129,2.4887,0.005,2.9258,109.946,0.2731,0.2472,2,447.0273
22,5,22005,3,2.2614,3.0238,2.2265,2.4176,2.4925,0.0176,2.9164,108.1189,0.2729,0.2448,3,446.6988
23,5,23005,2,2.2674,3.0148,2.2342,2.4047,2.4787,0.1116,2.9056,109.741,0.2744,0.2507,2,448.6854
24,5,24005,2,2.2795,3.0228,2.2492,2.4191,2.4931,0.0065,2.9173,108.3636,0.2733,0.2473,2,446.6463
25,5,25005,82,2.2611,3.041,2.2257,2.4172,2.492,0.0033,2.9318,107.6346,0.2719,0.2434,3,446.8417
26,5,26005,2,2.2532,3.0168,2.2191,2.4058,2.4799,0.0049,2.9079,109.6099,0.2716,0.2482,2,448.4941
27,5,27005,2,2.2707,3.0186,2.2387,2.4067,2.4806,0.1409,2.9087,109.6034,0.2722,0.2477,2,448.4199
28,5,28005,82,2.2627,3.0403,2.2288,2.4173,2.4918,0.0159,2.9319,107.351,0.2726,0.2432,3,446.8544
29,5,29005,3,2.2567,3.0331,2.2268,2.4054,2.4815,0.0121,2.9206,109.0926,0.2717,0.247,3,448.3094
30,5,30005,3,2.2662,3.0353,2.2346,2.4153,2.4898,0.2169,2.9264,109.1826,0.2726,0.244,3,447.6524
31,5,31005,3,2.2716,3.0231,2.2388,2.4155,2.4894,0.0041,2.9148,108.2434,0.2721,0.2437,3,447.4761
32,5,32005,2,2.2628,3.0341,2.2333,2.413,2.4886,0.0149,2.9239,109.3466,0.2729,0.247,2,447.0831
33,5,33005,82,2.2731,3.0207,2.2408,2.4188,2.4932,0.055,2.9151,107.8133,0.2707,0.2418,3,447.2302
34,5,34005,3,2.2648,3.0225,2.2298,2.4157,2.49,0.0088,2.9152,108.2884,0.2715,0.2431,3,447.2703
35,5,35005,3,2.269,3.0272,2.2355,2.4203,2.4946,0.0131,2.9198,108.4259,0.2722,0.2432,3,446.8147
36,5,36005,3,2.2783,3.0223,2.2469,2.4218,2.4958,0.0431,2.9164,108.0852,0.2712,0.2425,3,446.7996
37,5,37005,82,2.2366,3.022,2.2001,2.415,2.4906,0.0048,2.9149,107.3196,0.2704,0.241,4,447.6407
38,5,38005,2,2.2556,3.0155,2.2225,2.4011,2.4752,0.1168,2.9051,109.2492,0.2721,0.2482,2,449.3403
39,5,39005,3,2.2757,3.0244,2.2427,2.4166,2.4907,0.0099,2.9167,108.8873,0.2718,0.2437,3,447.2013
40,5,40005,82,2.2182,3.0035,2.1828,2.4036,2.4799,0.1398,2.9029,106.7298,0.271,0.2466,3,449.2733
41,5,41005,3,2.2726,3.0222,2.2403,2.4209,2.4951,0.0252,2.916,108.5445,0.2715,0.2433,3,446.8644
42,5,42005,82,2.2471,3.0394,2.2112,2.4182,2.4933,0.0195,2.9302,107.0445,0.2712,0.2409,4,446.6334
43,5,43005,82,2.2811,3.0237,2.2489,2.4209,2.4943,0.011,2.9181,107.6461,0.2734,0.245,3,446.4872
44,5,44005,2,2.2707,3.0361,2.2376,2.4178,2.4922,0.0046,2.9272,109.1503,0.2744,0.2472,2,447.31
44,6,44006,3,2.2709,3.0368,2.2398,2.4184,2.4933,0.0633,2.9288,108.3644,0.2726,0.2437,3,447.0449
43,6,43006,82,2.2818,3.0248,2.2509,2.4203,2.4937,0.0237,2.9184,106.8471,0.2717,0.2402,4,446.5972
42,6,42006,3,2.2625,3.0382,2.2252,2.4179,2.4928,0.0091,2.9294,108.2519,0.272,0.2436,3,446.7234
41,6,41006,4,2.2678,3.0203,2.2351,2.4189,2.4933,0.0019,2.9149,108.129,0.2705,0.24,4,447.2143
40,6,40006,82,2.2395,3.0038,2.2044,2.4079,2.4843,0.0544,2.9051,107.6626,0.2718,0.2455,3,447.3732
39,6,39006,3,2.2578,3.0233,2.2232,2.4148,2.4898,0,2.916,109.7634,0.2732,0.2459,3,447.2507
38,6,38006,3,2.2668,3.0344,2.2335,2.4143,2.489,0.0651,2.9255,109.8834,0.2725,0.2448,3,447.7574
37,6,37006,3,2.2663,3.0174,2.2354,2.414,2.489,0.0138,2.9117,108.7976,0.2706,0.2427,3,447.7857
36,6,36006,3,2.2752,3.0208,2.244,2.4198,2.4942,0.0148,2.9159,109.0378,0.2716,0.243,3,446.9951
35,6,35006,3,2.2582,3.0204,2.2254,2.4143,2.4893,0.004,2.9132,108.7634,0.2718,0.2435,3,447.6825
34,6,34006,3,2.2648,3.0237,2.2321,2.4164,2.4916,0.0485,2.9172,109.144,0.2724,0.2442,3,446.8101
33,6,33006,3,2.2723,3.0214,2.241,2.4193,2.4936,0.0167,2.9155,109.1139,0.2706,0.2424,3,447.0933
32,6,32006,82,2.2326,3.0032,2.1965,2.4069,2.4835,0.0354,2.9048,107.9255,0.2721,0.2464,3,448.4795
31,6,31006,3,2.2695,3.0244,2.2371,2.4166,2.4913,0.0209,2.9169,109.2848,0.2714,0.2432,3,446.9533
30,6,30006,3,2.2626,3.033,2.2315,2.4134,2.4881,0.02,2.9242,109.9214,0.271,0.2444,3,447.8389
29,6,29006,3,2.2777,3.023,2.2478,2.4186,2.4926,0.0263,2.9176,108.5801,0.2731,0.2451,3,446.6423
28,6,28006,82,2.256,3.0337,2.2179,2.4158,2.4909,0.0074,2.9267,107.6815,0.2713,0.2419,3,446.8812
27,6,27006,76,1.9247,3.0352,1.8141,2.4054,2.4837,0.0403,2.9238,109.6632,0.2711,0.2455,3,448.4199
26,6,26006,2,2.2646,3.033,2.2336,2.4096,2.4843,0.0356,2.9228,110.4672,0.2736,0.2488,2,448.4033
25,6,25006,3,2.245,3.0334,2.209,2.4151,2.4905,0.1427,2.9259,109.3225,0.2723,0.2456,3,446.8516
24,6,24006,3,2.278,3.0225,2.2481,2.4205,2.4943,0.0246,2.9177,108.7703,0.2734,0.2452,3,446.4086
23,6,23006,3,2.2554,3.038,2.2228,2.4162,2.4908,0.0809,2.9284,110.699,0.2721,0.2448,3,447.4265
22,6,22006,3,2.2759,3.0264,2.2421,2.4197,2.4938,0.0579,2.919,109.5334,0.2708,0.2438,3,446.6928
21,6,21006,2,2.2641,3.0341,2.2332,2.4104,2.4862,0.0027,2.9227,110.5508,0.2734,0.2489,2,447.4625
20,6,20006,3,2.2747,3.0204,2.2436,2.419,2.4933,0.0208,2.9148,109.1569,0.2714,0.2435,3,447.1726
19,6,19006,3,2.2743,3.0225,2.2413,2.4151,2.4891,0.0003,2.9147,110.1766,0.2711,0.2445,3,447.3796
18,6,18006,4,2.2778,3.0265,2.2449,2.4205,2.4946,0.0037,2.9195,108.5053,0.2711,0.2405,4,446.8708
17,6,17006,3,2.2688,3.0211,2.2371,2.4192,2.4937,0.0166,2.9152,108.6055,0.2716,0.2421,3,447.1202
16,6,16006,3,2.2689,3.0233,2.2376,2.4177,2.4923,0.0187,2.9163,108.9914,0.2711,0.2436,3,447.3862
15,6,15006,3,2.2575,3.022,2.2221,2.4164,2.4913,0.0009,2.9152,108.9161,0.2718,0.2448,3,447.3107
14,6,14006,3,2.2703,3.0206,2.2372,2.4187,2.4933,0.0028,2.9148,108.853,0.2719,0.2433,3,447.1942
13,6,13006,3,2.2646,3.021,2.2321,2.4155,2.4903,0.0142,2.9142,108.6523,0.2718,0.2452,3,447.723
12,6,12006,3,2.2534,3.0233,2.2201,2.4161,2.4906,0.0196,2.9164,109.0779,0.2723,0.2442,3,447.4415
11,6,11006,82,2.2703,3.0189,2.2372,2.4155,2.4903,0.0028,2.9127,107.7116,0.2709,0.2419,3,447.6538
10,6,10006,3,2.2737,3.0187,2.2402,2.4202,2.4943,0.0014,2.9141,109.3101,0.2734,0.2455,3,446.9067
9,6,9006,3,2.2699,3.0221,2.2369,2.4167,2.4912,0.0052,2.9153,108.4436,0.2715,0.2438,3,447.2966
8,6,8006,3,2.2844,3.0266,2.2516,2.4194,2.4929,0.0208,2.919,109.3623,0.2726,0.2445,3,446.6813
7,6,7006,82,2.275,3.021,2.2439,2.4201,2.4943,0.0415,2.9156,107.7321,0.2702,0.2405,4,447.044
6,6,6006,82,2.255,3.0153,2.2182,2.4169,2.4925,0.1682,2.9153,107.82,0.2724,0.2454,3,447.1167
5,6,5006,3,2.271,3.0221,2.2375,2.4155,2.4895,0.0109,2.9146,108.8291,0.272,0.2442,3,447.4137
4,6,4006,3,2.2757,3.0385,2.243,2.4199,2.4941,0.0051,2.9283,110.0784,0.2727,0.2447,3,447.0007
3,6,3006,82,2.2828,3.0166,2.2528,2.4231,2.4964,0.0407,2.9127,107.7459,0.2722,0.2446,3,446.1919
2,6,2006,82,2.2465,3.0303,2.2079,2.4131,2.4888,0.0199,2.9219,107.5895,0.2725,0.2448,3,447.092
1,6,1006,3,2.277,3.0221,2.2447,2.412,2.4858,0.0031,2.9119,108.5931,0.2734,0.2455,3,447.6903
1,7,1007,3,2.1876,3.0182,2.1521,2.4107,2.4855,0.0234,2.9099,108.2663,0.2722,0.2468,3,447.768
2,7,2007,2,2.256,3.0362,2.2211,2.4164,2.4916,0.0081,2.9266,108.8192,0.273,0.2479,2,446.7774
3,7,3007,82,2.2807,3.0227,2.2508,2.4217,2.495,0.1226,2.918,107.7294,0.2726,0.2448,3,447.0847
4,7,4007,3,2.2707,3.0371,2.2389,2.4192,2.4939,0.0175,2.9263,108.9993,0.2731,0.2444,3,447.0492
5,7,5007,82,2.2634,3.0226,2.2293,2.4151,2.4895,0.0003,2.9152,107.4068,0.2717,0.243,3,447.3728
6,7,6007,82,2.2397,3.0095,2.2019,2.4073,2.4834,0.0353,2.9084,107.352,0.2732,0.2492,2,448.5997
7,7,7007,82,2.2751,3.0199,2.2422,2.42,2.4944,0.0032,2.9148,107.2515,0.2719,0.2429,3,446.9479
8,7,8007,3,2.2704,3.0198,2.2391,2.4144,2.4884,0.0073,2.9126,108.5158,0.2719,0.2449,3,447.376
9,7,9007,82,2.2691,3.0203,2.2374,2.4153,2.4899,0.0052,2.9135,107.6887,0.2725,0.2449,3,447.4912
10,7,10007,82,2.2664,3.0224,2.2343,2.4162,2.4905,0.007,2.9182,107.2439,0.2713,0.2441,3,447.752
11,7,11007,82,2.2697,3.0199,2.2381,2.4149,2.4895,0.0082,2.9137,107.697,0.2716,0.2447,3,447.7654
12,7,12007,3,2.2743,3.0211,2.2436,2.4152,2.4891,0.0206,2.9136,108.5012,0.2726,0.2458,3,447.5382
13,7,13007,3,2.2669,3.0178,2.2353,2.4145,2.4895,0.0127,2.912,108.0908,0.2739,0.2462,3,447.7731
14,7,14007,82,2.2627,3.0224,2.228,2.4186,2.4934,0.0107,2.9167,107.6017,0.2707,0.2412,4,447.0688
15,7,15007,82,2.267,3.0199,2.2329,2.4148,2.4895,0.0108,2.9135,107.6005,0.2725,0.2446,3,447.6013
16,7,16007,2,2.257,3.0176,2.225,2.4136,2.4887,0.014,2.9114,109.0197,0.2729,0.2468,2,447.8632
17,7,17007,3,2.2708,3.0204,2.239,2.4195,2.4939,0.0171,2.9152,108.7016,0.2719,0.244,3,446.9731
18,7,18007,3,2.2645,3.0174,2.2329,2.4152,2.4899,0.0196,2.9124,108.3259,0.2731,0.2452,3,447.7241
19,7,19007,3,2.2619,3.0223,2.2281,2.4145,2.4892,0.0005,2.914,108.3687,0.2729,0.2443,3,447.3246
20,7,20007,3,2.2614,3.02,2.2297,2.4173,2.4921,0.0285,2.9145,108.613,0.2714,0.2437,3,447.3098
21,7,21007,82,2.2434,3.0136,2.2059,2.416,2.4932,0.0535,2.9143,107.6815,0.274,0.2449,3,446.4654
22,7,22007,3,2.2712,3.0224,2.2376,2.4153,2.4894,0.0054,2.915,108.3138,0.2735,0.2448,3,447.4484
23,7,23007,3,2.2695,3.0343,2.2359,2.4141,2.4885,0.0222,2.9244,110.0221,0.2722,0.2461,3,447.9002
24,7,24007,82,2.2608,3.0218,2.2261,2.4193,2.4938,0.0012,2.9192,106.9402,0.2707,0.2412,4,447.0716
25,7,25007,82,2.2631,3.0308,2.2262,2.415,2.4902,0.0209,2.9225,107.2191,0.2712,0.2432,3,446.9287
26,7,26007,3,2.277,3.0217,2.2444,2.4149,2.4888,0.0076,2.9135,109.2611,0.2733,0.2465,3,447.21
27,7,27007,3,2.2729,3.0232,2.2412,2.4154,2.4895,0.0126,2.9147,108.5098,0.2721,0.2437,3,446.9774
28,7,28007,82,2.2525,3.0295,2.2176,2.4149,2.4902,0.0593,2.9227,106.713,0.2712,0.2416,3,446.9422
29,7,29007,82,2.2809,3.0228,2.2504,2.4212,2.4948,0.0189,2.9172,107.3219,0.2727,0.2428,3,446.3971
30,7,30007,3,2.2564,3.0389,2.2235,2.4186,2.4935,0.0306,2.9294,109.9853,0.2729,0.2448,3,447.1087
31,7,31007,3,2.2714,3.0253,2.2369,2.4175,2.4918,0.0068,2.9168,108.5694,0.2724,0.2442,3,447.1262
32,7,32007,82,2.2146,3.0025,2.1762,2.4059,2.4826,0.0282,2.9039,107.3915,0.2715,0.2475,2,448.6439
33,7,33007,3,2.269,3.0213,2.2349,2.4195,2.4941,0.0031,2.9153,108.7576,0.2723,0.2447,3,447.0041
34,7,34007,3,2.2803,3.0234,2.2498,2.4174,2.491,0.0165,2.9157,108.709,0.2714,0.2438,3,447.0534
35,7,35007,82,2.2616,3.0237,2.2295,2.4167,2.4915,0.03,2.9163,107.9325,0.2709,0.2422,3,447.4017
36,7,36007,3,2.2777,3.0216,2.2461,2.4213,2.4954,0.0301,2.9166,108.0022,0.2726,0.2433,3,446.7922
37,7,37007,3,2.2658,3.022,2.2319,2.4145,2.4892,0.002,2.9134,108.3636,0.2723,0.2444,3,447.8695
38,7,38007,82,2.2608,3.0343,2.2254,2.4169,2.4923,0.0592,2.9263,107.9178,0.2725,0.2441,3,447.128
39,7,39007,3,2.2748,3.0247,2.2429,2.4162,2.4901,0.0052,2.9167,109.1635,0.2719,0.2453,3,447.4442
40,7,40007,82,2.232,2.9996,2.197,2.4036,2.4794,0.1476,2.8995,106.5998,0.2715,0.2475,2,449.3209
41,7,41007,3,2.2774,3.0233,2.2434,2.4212,2.4953,0.0079,2.917,108.6087,0.2717,0.2428,3,446.8627
42,7,42007,82,2.2651,3.0409,2.2294,2.4195,2.4943,0.0484,2.9312,106.6713,0.2731,0.2427,3,446.5611
43,7,43007,82,2.2632,3.0238,2.2298,2.417,2.4911,0.0485,2.9198,107.3026,0.2714,0.2434,3,447.7036
44,7,44007,3,2.2559,3.0377,2.2223,2.4192,2.494,0.0092,2.9289,108.9387,0.2737,0.2446,3,447.0126
44,8,44008,3,2.2723,3.0377,2.2415,2.4196,2.4939,0.0158,2.929,109.6248,0.2735,0.2457,3,447.1539
43,8,43008,82,2.2657,3.0246,2.2329,2.4163,2.4905,0.0172,2.9196,107.6814,0.2702,0.2418,3,447.7458
42,8,42008,82,2.2357,3.0083,2.1971,2.4065,2.4821,0.0011,2.9066,107.2328,0.2712,0.245,3,448.8253
41,8,41008,3,2.2542,3.021,2.2194,2.4186,2.4936,0.0119,2.915,109.1652,0.2724,0.2443,3,447.0052
40,8,40008,82,2.2336,3.0083,2.1992,2.4074,2.4832,0.0372,2.9077,106.3865,0.2705,0.244,3,448.689
39,8,39008,3,2.274,3.0241,2.2411,2.4173,2.4916,0.0037,2.9165,108.7696,0.2716,0.243,3,447.1604
38,8,38008,3,2.2735,3.0366,2.2411,2.4188,2.4933,0.008,2.9286,110.5799,0.2721,0.2434,3,447.1141
37,8,37008,4,2.2701,3.0195,2.2366,2.4152,2.4897,0.0085,2.9127,108.3548,0.2696,0.2405,4,447.6175
36,8,36008,3,2.2762,3.0204,2.2534,2.4243,2.4972,0.0498,2.9172,108.9245,0.2721,0.2426,3,446.7298
35,8,35008,3,2.2739,3.0205,2.2407,2.4189,2.4936,0.0078,2.9148,108.0869,0.2712,0.2415,3,446.9406
34,8,34008,3,2.2806,3.0236,2.2478,2.4178,2.4914,0.0272,2.9169,109.2187,0.2712,0.2429,3,446.921
33,8,33008,3,2.2635,3.0198,2.2318,2.416,2.4909,0.0331,2.9134,109.0899,0.2713,0.2433,3,447.5055
32,8,32008,82,2.2452,3.0025,2.2104,2.4098,2.4861,0.1297,2.9055,107.3574,0.271,0.2438,3,447.8877
31,8,31008,3,2.2696,3.0223,2.2381,2.4149,2.4891,0.022,2.9148,109.491,0.2726,0.2452,3,447.5349
30,8,30008,3,2.2422,3.0364,2.2085,2.4147,2.4908,0.1329,2.9276,109.4048,0.2732,0.2459,3,447.3625
29,8,29008,82,2.2687,3.0221,2.2365,2.4181,2.4924,0.0187,2.9179,107.9873,0.2712,0.2422,3,447.3398
28,8,28008,82,2.2475,3.0341,2.2101,2.4171,2.4925,0.0106,2.9273,107.5264,0.271,0.241,4,446.6861
27,8,27008,3,2.2707,3.02,2.2371,2.4132,2.4875,0.0088,2.9123,109.7199,0.2716,0.2454,3,447.2452
26,8,26008,3,2.2703,3.0218,2.2364,2.4149,2.489,0.01,2.9142,108.7135,0.2711,0.2424,3,447.1403
25,8,25008,82,2.2459,3.036,2.2075,2.4169,2.4925,0.0036,2.9276,107.5558,0.2701,0.24,4,446.6034
24,8,24008,3,2.2639,3.0239,2.2296,2.4152,2.4897,0.0029,2.9191,108.3635,0.2711,0.245,3,447.8858
23,8,23008,3,2.243,3.0377,2.2077,2.4181,2.4935,0.0354,2.9286,111.1618,0.2727,0.2451,3,447.042
22,8,22008,3,2.2721,3.0225,2.2413,2.4161,2.49,0.0184,2.9156,108.8825,0.2724,0.244,3,447.5295
21,8,21008,2,2.2332,3.0022,2.1959,2.4027,2.4789,0.0933,2.901,108.0584,0.2732,0.2496,2,449.1985
20,8,20008,2,2.2579,3.0255,2.2221,2.4202,2.4949,0.0012,2.9193,110.2544,0.2738,0.2476,2,446.9764
19,8,19008,3,2.2738,3.0228,2.2405,2.4148,2.4889,0.0023,2.9144,109.6648,0.2719,0.2438,3,447.2953
18,8,18008,3,2.2395,3.0185,2.204,2.4132,2.4887,0.0044,2.9128,109.2711,0.2729,0.2448,3,447.8792
17,8,17008,3,2.2679,3.0212,2.2335,2.4203,2.4948,0.0047,2.9156,109.549,0.2731,0.2455,3,446.7786
16,8,16008,3,2.2652,3.0188,2.2339,2.4151,2.4897,0.0187,2.9126,109.1431,0.2718,0.2442,3,447.7453
15,8,15008,82,2.2718,3.023,2.2393,2.4174,2.4914,0.0126,2.9162,107.4786,0.2713,0.2404,4,447.2821
14,8,14008,3,2.2588,3.0221,2.2235,2.4186,2.4934,0.0007,2.916,108.3529,0.2715,0.242,3,447.1851
13,8,13008,3,2.2617,3.0213,2.2301,2.4151,2.49,0.0838,2.9144,108.9588,0.2728,0.2456,3,447.7618
12,8,12008,3,2.2642,3.0238,2.2327,2.4163,2.4907,0.0253,2.9164,109.2794,0.2726,0.2446,3,447.2474
11,8,11008,82,2.266,3.0254,2.2346,2.4192,2.4936,0.02,2.9186,107.5252,0.2699,0.2397,4,447.1949
10,8,10008,3,2.2618,3.0229,2.2296,2.4178,2.4923,0.0671,2.9192,109.2177,0.2716,0.2464,3,447.353
9,8,9008,3,2.2628,3.0217,2.2295,2.4164,2.4909,0.0086,2.9152,108.9296,0.2702,0.2434,3,447.4678
8,8,8008,3,2.2693,3.0179,2.2358,2.4114,2.4854,0.0086,2.9103,108.2793,0.2718,0.2424,3,447.6875
7,8,7008,3,2.2751,3.0211,2.2434,2.4191,2.4933,0.0068,2.9156,108.4898,0.2732,0.2449,3,447.1884
6,8,6008,82,2.2379,3.0056,2.2023,2.4094,2.4859,0.1132,2.905,106.3039,0.2694,0.2414,4,447.8025
5,8,5008,3,2.2704,3.0238,2.2359,2.4171,2.4911,0.005,2.9163,108.6303,0.2714,0.2439,3,447.184
4,8,4008,3,2.2591,3.0245,2.2243,2.4154,2.4898,0.0057,2.9159,108.8253,0.2718,0.2449,3,447.423
3,8,3008,82,2.2662,3.0242,2.2338,2.4179,2.492,0.0091,2.919,107.1057,0.2716,0.2426,3,447.5256
2,8,2008,82,2.2571,3.0375,2.2217,2.4176,2.4927,0.019,2.9282,107.372,0.2722,0.2429,3,446.7663
1,8,1008,2,2.2708,3.0216,2.2398,2.415,2.4894,0.2372,2.9139,109.717,0.2736,0.2483,2,447.3516
1,9,1009,3,2.2763,3.024,2.2454,2.4177,2.4914,0.0194,2.9162,108.4651,0.272,0.2457,3,446.9419
2,9,2009,82,2.227,3.0057,2.189,2.3988,2.4757,0.1374,2.903,107.0179,0.2711,0.2486,2,449.6946
3,9,3009,82,2.259,3.0248,2.225,2.4181,2.4924,0.0029,2.9203,106.7117,0.2722,0.2434,3,447.4462
4,9,4009,3,2.2731,3.0247,2.2399,2.4164,2.4907,0.0055,2.9162,108.6819,0.2734,0.2457,3,447.1023
5,9,5009,82,2.2651,3.0245,2.2336,2.417,2.4916,0.0133,2.9167,107.3985,0.272,0.2433,3,447.0504
6,9,6009,82,2.2529,3.0334,2.2166,2.4163,2.4916,0.0229,2.9249,107.2705,0.273,0.244,3,446.8015
7,9,7009,82,2.2725,3.0209,2.2411,2.4176,2.492,0.019,2.9143,107.3581,0.2712,0.2429,3,447.4011
8,9,8009,3,2.2561,3.0211,2.2242,2.4122,2.4876,0.0226,2.9128,109.0302,0.2725,0.2467,3,447.2716
9,9,9009,82,2.2616,3.0199,2.2279,2.415,2.4899,0.0057,2.9133,107.3766,0.2717,0.2434,3,447.5611
10,9,10009,3,2.2771,3.0206,2.2462,2.4201,2.4938,0.0085,2.917,108.1467,0.2728,0.2446,3,446.4586
11,9,11009,82,2.2636,3.0198,2.2322,2.4181,2.4932,0.0276,2.9142,106.2647,0.2713,0.2401,4,447.0538
12,9,12009,82,2.2587,3.0228,2.2258,2.4173,2.4921,0.0165,2.9165,107.8401,0.2713,0.2424,3,446.9979
13,9,13009,82,2.2636,3.0185,2.2293,2.4148,2.4898,0.0085,2.9129,107.7465,0.2728,0.2444,3,447.5917
14,9,14009,3,2.2616,3.0191,2.227,2.4171,2.492,0.0085,2.9139,108.7015,0.2728,0.2452,3,447.3098
15,9,15009,82,2.2653,3.0222,2.2312,2.4172,2.4922,0.0061,2.916,107.1985,0.2714,0.2424,3,447.0093
16,9,16009,82,2.2779,3.0259,2.2447,2.4193,2.4934,0.0038,2.9188,107.6808,0.2711,0.2412,4,447.0179
17,9,17009,3,2.2729,3.0196,2.2393,2.4195,2.4939,0.0022,2.9147,109.164,0.2723,0.2451,3,446.7903
18,9,18009,3,2.27,3.0211,2.2372,2.4168,2.4914,0.0018,2.9155,108.1472,0.2724,0.2433,3,447.4635
19,9,19009,3,2.2706,3.0217,2.2393,2.4146,2.4886,0.0202,2.9141,109.5062,0.2726,0.2454,3,447.2757
20,9,20009,3,2.2651,3.0204,2.2338,2.4169,2.4918,0.023,2.9146,108.9396,0.2731,0.2458,3,447.338
21,9,21009,82,2.2346,2.9999,2.1991,2.402,2.4779,0.1177,2.8985,107.6743,0.2731,0.2505,2,449.4112
22,9,22009,2,2.2671,3.0234,2.2357,2.4166,2.4911,0.0271,2.9168,108.8577,0.2734,0.2465,2,447.2353
23,9,23009,3,2.2619,3.0368,2.2298,2.4174,2.4923,0.0203,2.9277,109.5499,0.2725,0.2437,3,447.2633
24,9,24009,3,2.2754,3.0196,2.2419,2.4198,2.4939,0.0069,2.915,108.6255,0.2718,0.2439,3,446.8653
25,9,25009,82,2.2672,3.0355,2.2309,2.4178,2.4927,0.0229,2.9268,107.7618,0.271,0.2415,3,446.6268
